"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 21 15:03:13 UTC 2025","Mon Jul 21 15:03:18 UTC 2025","5197","","tests.junit5.ui.base_tests.selenium.CopyruemCalculatorTests","","tests.junit5.ui.base_tests.selenium.CopyruemCalculatorTests","checkTotalSumTest","checkTotalSumTest(String, String, String, String, String) [8] А2, Черно-белая, В формат А3, 1, 49",""
"failed","Mon Jul 21 14:57:59 UTC 2025","Mon Jul 21 14:57:59 UTC 2025","71","","tests.junit5.api.tests.fakeapi.SimpleApiRefactoredTests","","tests.junit5.api.tests.fakeapi.SimpleApiRefactoredTests","getAllUsersWithLimitTest","getAllUsersWithLimitTest(int) [1] 1",""
"passed","Mon Jul 21 15:06:39 UTC 2025","Mon Jul 21 15:07:31 UTC 2025","52073","","tests.junit5.ui.base_tests.selenium.WbFilterTests","","tests.junit5.ui.base_tests.selenium.WbFilterTests","searchResultTest","searchResultTest()",""
"failed","Mon Jul 21 15:09:18 UTC 2025","Mon Jul 21 15:09:28 UTC 2025","9330","","tests.junit5.ui.base_tests.selenium.elements.HardElementsTests","","tests.junit5.ui.base_tests.selenium.elements.HardElementsTests","startProgressBar","startProgressBar(int) [2] 50",""
"passed","Mon Jul 21 14:58:01 UTC 2025","Mon Jul 21 14:58:01 UTC 2025","245","","tests.junit5.api.tests.petsapi.OwnersTest","","tests.junit5.api.tests.petsapi.OwnersTest","createNewUserTest","createNewUserTest()",""
"broken","Mon Jul 21 14:57:59 UTC 2025","Mon Jul 21 14:58:00 UTC 2025","209","","tests.junit5.api.tests.fakeapi.SimpleApiTests","","tests.junit5.api.tests.fakeapi.SimpleApiTests","getAllUsersSortByDescTest","getAllUsersSortByDescTest()",""
"failed","Mon Jul 21 14:57:56 UTC 2025","Mon Jul 21 14:57:56 UTC 2025","58","","tests.junit5.allure_steps.CalcTest","","tests.junit5.allure_steps.CalcTest","sumTest","sumTest()",""
"passed","Mon Jul 21 15:08:22 UTC 2025","Mon Jul 21 15:08:26 UTC 2025","4017","","tests.junit5.ui.base_tests.selenium.elements.HardElementsTests","","tests.junit5.ui.base_tests.selenium.elements.HardElementsTests","alertPromptBoxTest","alertPromptBoxTest()",""
"passed","Mon Jul 21 14:59:38 UTC 2025","Mon Jul 21 14:59:38 UTC 2025","346","","tests.junit5.api.tests.swagger.UserNewTests","","tests.junit5.api.tests.swagger.UserNewTests","negativeGetUserInfoInvalidJwtTest","negativeGetUserInfoInvalidJwtTest()",""
"passed","Mon Jul 21 14:59:52 UTC 2025","Mon Jul 21 14:59:52 UTC 2025","388","","tests.junit5.api.tests.swagger.UserTests","","tests.junit5.api.tests.swagger.UserTests","positiveGetAllUsersTest","positiveGetAllUsersTest()",""
"passed","Mon Jul 21 14:58:30 UTC 2025","Mon Jul 21 14:58:31 UTC 2025","1190","","tests.junit5.api.tests.swagger.GameTests","","tests.junit5.api.tests.swagger.GameTests","testGetGameByIdNotFound","testGetGameByIdNotFound(FullUser)",""
"passed","Mon Jul 21 14:59:47 UTC 2025","Mon Jul 21 14:59:48 UTC 2025","871","","tests.junit5.api.tests.swagger.UserNewTests","","tests.junit5.api.tests.swagger.UserNewTests","positiveGetUserInfoTest","positiveGetUserInfoTest()",""
"passed","Mon Jul 21 15:03:59 UTC 2025","Mon Jul 21 15:04:04 UTC 2025","5085","","tests.junit5.ui.base_tests.selenium.CopyruemCalculatorTests","","tests.junit5.ui.base_tests.selenium.CopyruemCalculatorTests","checkTotalSumTest","checkTotalSumTest(String, String, String, String, String) [13] А1, Цветная, заливка до 100%, Нет, 100, 26000",""
"failed","Mon Jul 21 15:11:38 UTC 2025","Mon Jul 21 15:11:43 UTC 2025","4656","","tests.junit5.ui.pdf_xls.SelenideFileTests","","tests.junit5.ui.pdf_xls.SelenideFileTests","readPdfBrowserTest","readPdfBrowserTest()",""
"passed","Mon Jul 21 15:10:22 UTC 2025","Mon Jul 21 15:10:23 UTC 2025","1558","","tests.junit5.ui.base_tests.selenium.elements.HerokuappAndMailTests","","tests.junit5.ui.base_tests.selenium.elements.HerokuappAndMailTests","alertOk","alertOk()",""
"passed","Mon Jul 21 15:03:03 UTC 2025","Mon Jul 21 15:03:08 UTC 2025","5282","","tests.junit5.ui.base_tests.selenium.CopyruemCalculatorTests","","tests.junit5.ui.base_tests.selenium.CopyruemCalculatorTests","checkTotalSumTest","checkTotalSumTest(String, String, String, String, String) [7] А2, Цветная, заливка до 100%, В формат А4, 100, 14000",""
"passed","Mon Jul 21 15:09:49 UTC 2025","Mon Jul 21 15:09:54 UTC 2025","4139","","tests.junit5.ui.base_tests.selenium.elements.HardElementsTests","","tests.junit5.ui.base_tests.selenium.elements.HardElementsTests","checkBoxTest","checkBoxTest()",""
"passed","Mon Jul 21 14:58:07 UTC 2025","Mon Jul 21 14:58:08 UTC 2025","792","","tests.junit5.api.tests.petsapi.PetTestRefactor","","tests.junit5.api.tests.petsapi.PetTestRefactor","deletePetTest","deletePetTest()",""
"passed","Mon Jul 21 15:00:08 UTC 2025","Mon Jul 21 15:01:47 UTC 2025","98834","","tests.junit5.ui.base_tests.selenide.UtSelenideTest","","tests.junit5.ui.base_tests.selenide.UtSelenideTest","firstSelenideTest","firstSelenideTest()",""
"passed","Mon Jul 21 14:58:43 UTC 2025","Mon Jul 21 14:58:46 UTC 2025","2738","","tests.junit5.api.tests.swagger.GameTests","","tests.junit5.api.tests.swagger.GameTests","updateDlcInfoSuccess","updateDlcInfoSuccess()",""
"passed","Mon Jul 21 14:58:33 UTC 2025","Mon Jul 21 14:58:35 UTC 2025","1929","","tests.junit5.api.tests.swagger.GameTests","","tests.junit5.api.tests.swagger.GameTests","addFreeGameNoDlcWithPriceError","addFreeGameNoDlcWithPriceError()",""
"failed","Mon Jul 21 14:57:58 UTC 2025","Mon Jul 21 14:57:59 UTC 2025","79","","tests.junit5.api.tests.fakeapi.SimpleApiRefactoredTests","","tests.junit5.api.tests.fakeapi.SimpleApiRefactoredTests","getAllUsersWithLimitErrorParams","getAllUsersWithLimitErrorParams(int) [1] 0",""
"passed","Mon Jul 21 15:07:40 UTC 2025","Mon Jul 21 15:07:45 UTC 2025","4473","","tests.junit5.ui.base_tests.selenium.elements.HardElementsTests","","tests.junit5.ui.base_tests.selenium.elements.HardElementsTests","alertTest","alertTest()",""
"failed","Mon Jul 21 14:58:00 UTC 2025","Mon Jul 21 14:58:00 UTC 2025","72","","tests.junit5.api.tests.fakeapi.SimpleApiTests","","tests.junit5.api.tests.fakeapi.SimpleApiTests","authUserTest","authUserTest()",""
"passed","Mon Jul 21 14:58:10 UTC 2025","Mon Jul 21 14:58:10 UTC 2025","276","","tests.junit5.api.tests.petsapi.PetsTest","","tests.junit5.api.tests.petsapi.PetsTest","createNewPetTest","createNewPetTest()",""
"failed","Mon Jul 21 15:00:08 UTC 2025","Mon Jul 21 15:00:08 UTC 2025","0","","tests.junit5.reruns.SimpleTests","","tests.junit5.reruns.SimpleTests","exampleOfRerunTest","exampleOfRerunTest()",""
"passed","Mon Jul 21 15:02:15 UTC 2025","Mon Jul 21 15:02:21 UTC 2025","5674","","tests.junit5.ui.base_tests.selenium.CopyruemCalculatorTests","","tests.junit5.ui.base_tests.selenium.CopyruemCalculatorTests","checkTotalSumTest","checkTotalSumTest(String, String, String, String, String) [2] А4, Черно-белая, Нет, 100, 800",""
"passed","Mon Jul 21 14:59:28 UTC 2025","Mon Jul 21 14:59:28 UTC 2025","387","","tests.junit5.api.tests.swagger.UserNewTests","","tests.junit5.api.tests.swagger.UserNewTests","positiveAdminAuthTest","positiveAdminAuthTest(FullUser)",""
"passed","Mon Jul 21 14:59:26 UTC 2025","Mon Jul 21 14:59:27 UTC 2025","393","","tests.junit5.api.tests.swagger.UserNewTests","","tests.junit5.api.tests.swagger.UserNewTests","negativeRegisterNoPasswordTest","negativeRegisterNoPasswordTest()",""
"failed","Mon Jul 21 14:57:59 UTC 2025","Mon Jul 21 14:57:59 UTC 2025","81","","tests.junit5.api.tests.fakeapi.SimpleApiRefactoredTests","","tests.junit5.api.tests.fakeapi.SimpleApiRefactoredTests","getAllUsersWithLimitTest","getAllUsersWithLimitTest(int) [2] 10",""
"failed","Mon Jul 21 14:58:00 UTC 2025","Mon Jul 21 14:58:00 UTC 2025","61","","tests.junit5.api.tests.fakeapi.SimpleApiTests","","tests.junit5.api.tests.fakeapi.SimpleApiTests","getSingleUserTest","getSingleUserTest()",""
"passed","Mon Jul 21 15:00:08 UTC 2025","Mon Jul 21 15:00:08 UTC 2025","0","","tests.junit5.properties.PropertiesReaderTests","","tests.junit5.properties.PropertiesReaderTests","simpleReaderTest","simpleReaderTest()",""
"passed","Mon Jul 21 15:00:02 UTC 2025","Mon Jul 21 15:00:03 UTC 2025","408","","tests.junit5.api.tests.swagger.UserTests","","tests.junit5.api.tests.swagger.UserTests","negativeRegisterNoPasswordGenericExampleTest","negativeRegisterNoPasswordGenericExampleTest()",""
"passed","Mon Jul 21 14:59:59 UTC 2025","Mon Jul 21 15:00:00 UTC 2025","374","","tests.junit5.api.tests.swagger.UserTests","","tests.junit5.api.tests.swagger.UserTests","negativeGetUserInfoInvalidJwtTest","negativeGetUserInfoInvalidJwtTest()",""
"failed","Mon Jul 21 14:58:07 UTC 2025","Mon Jul 21 14:58:07 UTC 2025","288","","tests.junit5.api.tests.petsapi.PetTestRefactor","","tests.junit5.api.tests.petsapi.PetTestRefactor","negativeAddPetWithoutRequiredField","negativeAddPetWithoutRequiredField()",""
